Code,Country,Discipline,Event,Gender,Medal,Name,NOC,Rank,Sport,Age,F1
1478357,Great Britain,EQU,Dressage Individual,Female,Bronze,DUJARDIN Charlotte,GBR,3,Equestrian,36,3398
1314309,Spain,HBL,Men Team,Male,Bronze,DUJSHEBAEV DOVICHEBAEVA Alex,ESP,3,Handball,28,3399
1477980,Netherlands,CRD,Men's Individual Time Trial,Male,Silver,DUMOULIN Tom,NED,2,Cycling Road,30,3409
1432445,Canada,ATH,Men's 50km Race Walk,Male,Bronze,DUNFEE Evan,CAN,3,Athletics,30,3411
1332193,United States,FBL,Women Team,Female,Bronze,DUNN Crystal,USA,3,Football,29,3420
1449180,Sweden,ATH,Men's Pole Vault,Male,Gold,DUPLANTIS Armand,SWE,1,Athletics,21,3421
1312797,United States,BKB,Men Team,Male,Gold,DURANT Kevin,USA,1,Basketball,32,3426
1343112,Italy,GRY,Group All-Around Team,Female,Bronze,DURANTI Agnese,ITA,3,Rhythmic Gymnastics,20,3427
1324420,Poland,ATH,4 x 400m Relay Mixed Team,Male,Gold,DUSZYNSKI Kajetan,POL,1,Athletics,26,3433
1311796,Bulgaria,GRY,Group All-Around Team,Female,Gold,DYANKOVA Simona,BUL,1,Rhythmic Gymnastics,26,3446
1342530,United States,CTR,Women's Team Pursuit Team,Female,Bronze,DYGERT Chloe,USA,3,Cycling Track,24,3449
1462919,New Zealand,ROW,Women's Eight Team,Female,Silver,DYKE Emma,NZL,2,Rowing,26,3450
1342562,United States,SKB,Men's Street,Male,Bronze,EATON Jagger,USA,3,Skateboarding,20,3457
1305849,Cuba,ATH,Men's Long Jump,Male,Silver,ECHEVARRIA Juan Miguel,CUB,2,Athletics,22,3468
1439918,France,HBL,Women Team,Female,Gold,EDWIGE Beatrice,FRA,1,Handball,32,3494
1891953,Great Britain,ATH,Men's 4 x 100m Relay Team,Male,Silver,EFOLOKO Jona,GBR,2,Athletics,21,3498
1312994,Egypt,TKW,Men -80kg,Male,Bronze,EISSA Seif,EGY,3,Taekwondo,23,3518
1421637,Morocco,ATH,Men's 3000m Steeplechase,Male,Gold,EL BAKKALI Soufiane,MAR,1,Athletics,25,3537
1324776,Qatar,WLF,Men's 96kg,Male,Gold,ELBAKH Fares Ibrahim E H,QAT,1,Weightlifting,23,3547
1317725,Egypt,MPN,Men's Individual,Male,Silver,ELGENDY Ahmed,EGY,2,Modern Pentathlon,21,3556
1458420,United States,ATH,Women's 4 x 400m Relay Team,Female,Gold,ELLIS Kendall,USA,1,Athletics,25,3570
1458420,United States,ATH,4 x 400m Relay Mixed Team,Female,Bronze,ELLIS Kendall,USA,3,Athletics,25,3571
1307258,Egypt,WRE,Men's Greco-Roman 67kg,Male,Bronze,ELSAYED Mohamed Ibrahim Elsayed,EGY,3,Wrestling,23,3596
1344971,Jordan,TKW,Men -80kg,Male,Silver,ELSHARABATY Saleh,JOR,2,Taekwondo,22,3597
1444679,Great Britain,ROW,Men's Eight Team,Male,Bronze,ELWES Charles,GBR,3,Rowing,24,3608
1375137,Estonia,FEN,Women's Épée Team,Female,Gold,EMBRICH Irina,EST,1,Fencing,41,3612
1436156,Russia,WRE,Men's Greco-Roman 60kg,Male,Bronze,EMELIN Sergey,ROC,3,Wrestling,26,3614
1335325,United States,SHO,Skeet Women,Female,Gold,ENGLISH Amber,USA,1,Shooting,31,3629
1314313,Spain,HBL,Men Team,Male,Bronze,ENTRERRIOS RODRIGUEZ Raul,ESP,3,Handball,40,3644
1426187,Canada,BSB,Softball Team,Female,Bronze,ENTZMINGER Emma,CAN,3,Baseball/Softball,25,3645
1364565,Hungary,WPO,Men Team,Male,Bronze,ERDELYI Balazs,HUN,3,Water Polo,31,3654
1449701,Sweden,FBL,Women Team,Female,Silver,ERIKSSON Magdalena,SWE,2,Football,27,3666
1312461,Italy,FEN,Women's Foil Team,Female,Bronze,ERRIGO Arianna,ITA,3,Fencing,33,3672
1332209,United States,FBL,Women Team,Female,Bronze,ERTZ Julie,USA,3,Football,29,3677
1325907,Spain,WPO,Women Team,Female,Silver,ESPAR LLAQUET Anna,ESP,2,Water Polo,28,3682
1325908,Spain,WPO,Women Team,Female,Silver,ESPAR LLAQUET Clara,ESP,2,Water Polo,26,3683
1301384,Mexico,FBL,Men Team,Male,Bronze,ESQUIVEL Joaquin,MEX,3,Football,23,3689
1325909,Spain,WPO,Women Team,Female,Silver,ESTER RAMOS Laura,ESP,2,Water Polo,31,3694
1362711,Argentina,RUG,Men Team,Male,Bronze,ETCHART Rodrigo,ARG,3,Rugby Sevens,27,3696
1474946,Great Britain,CTR,Women's Team Pursuit Team,Female,Silver,EVANS Neah,GBR,2,Cycling Track,31,3704
1444567,Great Britain,HOC,Women Team,Female,Bronze,EVANS Sarah,GBR,3,Hockey,30,3705
1436164,Russia,WRE,Men's Greco-Roman 97kg,Male,Gold,EVLOEV Musa,ROC,1,Wrestling,28,3712
1326481,Australia,BKB,Men Team,Male,Bronze,EXUM Dante,AUS,3,Basketball,26,3715
1350418,France,HBL,Men Team,Male,Gold,FABREGAS Ludovic,FRA,1,Handball,25,3721
1324455,Poland,ATH,Men's Hammer Throw,Male,Bronze,FAJDEK Pawel,POL,3,Athletics,32,3735
1449684,Sweden,FBL,Women Team,Female,Silver,FALK Jennifer,SWE,2,Football,28,3742
1337853,France,BKB,Men Team,Male,Silver,FALL Moustapha,FRA,2,Basketball,29,3744
1321133,China,TTE,Men's Singles,Male,Silver,FAN Zhendong,CHN,2,Table Tennis,24,3750
1321133,China,TTE,Men's Team,Male,Gold,FAN Zhendong,CHN,1,Table Tennis,24,3751
1460257,United States,EQU,Jumping Team,Male,Silver,FARRINGTON Kent,USA,2,Equestrian,40,3767
1320562,United States,WPO,Women Team,Female,Gold,FATTAL Rachel,USA,1,Water Polo,27,3776
1340259,France,BKB,Women Team,Female,Bronze,FAUTHOUX Marine,FRA,3,Basketball,20,3778
1471436,United States,BSB,Baseball Team,Male,Silver,FEDEROWICZ Tim,USA,2,Baseball/Softball,34,3785
1363172,United States,ATH,Women's 400m,Female,Bronze,FELIX Allyson,USA,3,Athletics,35,3794
1363172,United States,ATH,Women's 4 x 400m Relay Team,Female,Gold,FELIX Allyson,USA,1,Athletics,35,3795
1388951,Dominican Republic,ATH,4 x 400m Relay Mixed Team,Male,Silver,FELIZ Lidio Andres,DOM,2,Athletics,24,3797
1305105,China,SWA,Team,Female,Silver,FENG Yu,CHN,2,Artistic Swimming,21,3803
1352633,Spain,SHO,Trap Mixed Team,Male,Gold,FERNANDEZ Alberto,ESP,1,Shooting,38,3812
1329251,Spain,FBL,Men Team,Male,Silver,FERNANDEZ Alvaro,ESP,2,Football,23,3813
1314319,Spain,HBL,Men Team,Male,Bronze,FERNANDEZ PEREZ Angel,ESP,3,Handball,32,3820
1333925,Italy,GAR,Women's Floor Exercise,Female,Silver,FERRARI Vanessa,ITA,2,Artistic Gymnastics,30,3831
1320472,Brazil,BOX,Women's Light (57-60kg),Female,Silver,FERREIRA Beatriz,BRA,2,Boxing,28,3835
1342151,Brazil,SRF,Men,Male,Gold,FERREIRA Italo,BRA,1,Surfing,27,3837
1312456,Italy,FEN,Women's Épée Team,Female,Bronze,FIAMINGO Rossella,ITA,3,Fencing,30,3853
1449828,Ukraine,SWA,Duet Team,Female,Bronze,FIEDINA Marta,UKR,3,Artistic Swimming,19,3859
1449828,Ukraine,SWA,Team,Female,Bronze,FIEDINA Marta,UKR,3,Artistic Swimming,19,3860
1444680,Great Britain,ROW,Men's Eight Team,Male,Bronze,FIELDMAN Henry,GBR,3,Rowing,32,3862
1314310,Spain,HBL,Men Team,Male,Bronze,FIGUERAS TREJO Adrian,ESP,3,Handball,32,3867
1471415,United States,BSB,Baseball Team,Male,Silver,FILIA Eric,USA,2,Baseball/Softball,29,3875
1344174,Serbia,WPO,Men Team,Male,Gold,FILIPOVIC Filip,SRB,1,Water Polo,34,3877
1433259,Canada,ROW,Women's Pair Team,Female,Bronze,FILMER Caileigh,CAN,3,Rowing,24,3882
1302442,United States,SWM,Men's 800m Freestyle,Male,Gold,FINKE Robert,USA,1,Swimming,21,3887
1302442,United States,SWM,Men's 1500m Freestyle,Male,Gold,FINKE Robert,USA,1,Swimming,21,3888
1320500,United States,WPO,Women Team,Female,Gold,FISCHER Aria,USA,1,Water Polo,22,3898
1320548,United States,WPO,Women Team,Female,Gold,FISCHER Makenzie,USA,1,Water Polo,24,3899
1473824,New Zealand,RUG,Women Team,Female,Gold,FITZPATRICK Theresa,NZL,1,Rugby Sevens,26,3914
1469406,Canada,FBL,Women Team,Female,Gold,FLEMING Jessie,CAN,1,Football,23,3924
1468355,Great Britain,SAL,Men's Skiff - 49er Team,Male,Gold,FLETCHER Dylan,GBR,1,Sailing,33,3927
1302275,United States,SWM,Women's 200m Butterfly,Female,Bronze,FLICKINGER Hali,USA,3,Swimming,27,3930
1302275,United States,SWM,Women's 400m Individual Medley,Female,Bronze,FLICKINGER Hali,USA,3,Swimming,27,3931
1439944,France,HBL,Women Team,Female,Gold,FLIPPES Laura,FRA,1,Handball,26,3932
1474574,Netherlands,ROW,Women's Four Team,Female,Silver,FLORIJN Karolien,NED,2,Rowing,23,3940
1465731,Switzerland,MTB,Men's Cross-country,Male,Silver,FLUECKIGER Mathias,SUI,2,Cycling Mountain Bike,32,3941
1473863,New Zealand,RUG,Women Team,Female,Gold,FLUHLER Stacey,NZL,1,Rugby Sevens,25,3942
1331563,Germany,ROW,Men's Eight Team,Male,Silver,FOLLERT Laurits,GER,2,Rowing,25,3956
1407739,Russia,HBL,Women Team,Female,Silver,FOMINA Olga,ROC,2,Handball,32,3958
1465988,Portugal,JUD,Men -100 kg,Male,Bronze,FONSECA Jorge,POR,3,Judo,28,3961
1455584,Netherlands,BOX,Women's Middle (69-75kg),Female,Bronze,FONTIJN Nouchka,NED,3,Boxing,33,3967
1439930,France,HBL,Women Team,Female,Gold,FOPPA Pauletta,FRA,1,Handball,20,3970
1325912,Spain,WPO,Women Team,Female,Silver,FORCA ARIZA Judith,ESP,2,Water Polo,25,3974
1361803,Argentina,HOC,Women Team,Female,Silver,FORCHERIO Maria Emilia,ARG,2,Hockey,26,3975
1444682,Great Britain,ROW,Men's Eight Team,Male,Bronze,FORD Tom,GBR,3,Rowing,28,3979
1302237,United States,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Silver,FORDE Brooke,USA,2,Swimming,22,3980
1283897,Iran,SHO,10m Air Pistol Men,Male,Gold,FOROUGHI Javad,IRI,1,Shooting,41,3984
1466626,Greece,WPO,Men Team,Male,Silver,FOUNTOULIS Ioannis,GRE,2,Water Polo,33,4001
1337835,France,BKB,Men Team,Male,Silver,FOURNIER Evan,FRA,2,Basketball,28,4002
1312829,United States,BKB,Women Team,Female,Gold,FOWLES Sylvia,USA,1,Basketball,35,4005
1348917,Australia,CSL,Women's Kayak,Female,Bronze,FOX Jessica,AUS,3,Canoe Slalom,27,4006
1348917,Australia,CSL,Women's Canoe,Female,Gold,FOX Jessica,AUS,1,Canoe Slalom,27,4007
1343628,Norway,HBL,Women Team,Female,Bronze,FRAFJORD Marit Malm,NOR,3,Handball,35,4010
1332167,United States,FBL,Women Team,Female,Bronze,FRANCH Adrianna,USA,3,Football,30,4018
1444395,Dominican Republic,BSB,Baseball Team,Male,Bronze,FRANCISCO Juan,DOM,3,Baseball/Softball,34,4020
1426188,Canada,BSB,Softball Team,Female,Bronze,FRANKLIN Larissa,CAN,3,Baseball/Softball,28,4026
1440112,Great Britain,CSL,Women's Canoe,Female,Silver,FRANKLIN Mallory,GBR,2,Canoe Slalom,27,4027
1321083,Germany,TTE,Men's Team,Male,Silver,FRANZISKA Patrick,GER,2,Table Tennis,29,4033
1437353,Jamaica,ATH,Women's 100m,Female,Silver,FRASER-PRYCE Shelly-Ann,JAM,2,Athletics,34,4052
1437353,Jamaica,ATH,Women's 4 x 100m Relay Team,Female,Gold,FRASER-PRYCE Shelly-Ann,JAM,1,Athletics,34,4054
1328929,Brazil,SWM,Men's 50m Freestyle,Male,Bronze,FRATUS Bruno,BRA,3,Swimming,32,4055
1460209,United States,BSB,Baseball Team,Male,Silver,FRAZIER Todd,USA,2,Baseball/Softball,35,4058
1436076,Sweden,EQU,Jumping Team,Male,Gold,FREDRICSON Peder,SWE,1,Equestrian,49,4059
1436076,Sweden,EQU,Jumping Individual,Male,Silver,FREDRICSON Peder,SWE,2,Equestrian,49,4060
1465739,Switzerland,MTB,Women's Cross-country,Female,Silver,FREI Sina,SUI,2,Cycling Mountain Bike,24,4064
1444331,Great Britain,MPN,Women's Individual,Female,Gold,FRENCH Kate,GBR,1,Modern Pentathlon,30,4068
1453148,United States,ATH,Women's 3000m Steeplechase,Female,Silver,FRERICHS Courtney,USA,2,Athletics,28,4069
1326870,Germany,JUD,Mixed Team,Male,Bronze,FREY Johannes,GER,3,Judo,24,4072
1326860,Germany,JUD,Mixed Team,Male,Bronze,FREY Karl-Richard,GER,3,Judo,30,4074
1330472,Germany,CTR,Women's Team Sprint Team,Female,Silver,FRIEDRICH Lea Sophie,GER,2,Cycling Track,21,4076
1350382,Italy,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Silver,FRIGO Manuel,ITA,2,Swimming,24,4088
1431907,Russia,BK3,Women Team,Female,Silver,FROLKINA Evgeniia,ROC,2,3x3 Basketball,24,4093
1431908,Russia,BK3,Women Team,Female,Silver,FROLKINA Olga,ROC,2,3x3 Basketball,24,4094
1478360,Great Britain,EQU,Dressage Team,Female,Bronze,FRY Charlotte,GBR,3,Equestrian,25,4099
1351476,Brazil,FBL,Men Team,Male,Gold,FUCHS Bruno,BRA,1,Football,22,4102
1302080,Mexico,WLF,Women's 76kg,Female,Bronze,FUENTES ZAVALA Aremi,MEX,3,Weightlifting,28,4107
1313714,Japan,BSB,Softball Team,Female,Gold,FUJITA Yamato,JPN,1,Baseball/Softball,30,4113
1316566,Japan,WRE,Men's Greco-Roman 60kg,Male,Silver,FUMITA Kenichiro,JPN,2,Wrestling,25,4127
1333388,Germany,CSL,Women's Kayak,Female,Gold,FUNK Ricarda,GER,1,Canoe Slalom,29,4130
1313434,Japan,ARC,Men's Individual,Male,Bronze,FURUKAWA Takaharu,JPN,3,Archery,36,4138
1313434,Japan,ARC,Men's Team,Male,Bronze,FURUKAWA Takaharu,JPN,3,Archery,36,4139
1467530,Great Britain,GAR,Women's Team,Female,Bronze,GADIROVA Jennifer,GBR,3,Artistic Gymnastics,16,4152
1467531,Great Britain,GAR,Women's Team,Female,Bronze,GADIROVA Jessica,GBR,3,Artistic Gymnastics,16,4158
1425897,Russia,BOX,Men's Heavy (81-91kg),Male,Silver,GADZHIMAGOMEDOV Muslim,ROC,2,Boxing,24,4161
1466627,Greece,WPO,Men Team,Male,Silver,GALANIDIS Konstantinos,GRE,2,Water Polo,30,4174
1428767,Russia,SHO,10m Air Rifle Women,Female,Silver,GALASHINA Anastasiia,ROC,2,Shooting,24,4176
1352635,Spain,SHO,Trap Mixed Team,Female,Gold,GALVEZ Fatima,ESP,1,Shooting,34,4202
1364474,Hungary,WPO,Women Team,Female,Bronze,GANGL Edina,HUN,3,Water Polo,31,4213
1284739,Iran,KTE,Men's Kumite +75kg,Male,Gold,GANJZADEH Sajad,IRI,1,Karate,29,4215
1346205,Italy,CTR,Men's Team Pursuit Team,Male,Gold,GANNA Filippo,ITA,1,Cycling Track,25,4219
1329269,Spain,FBL,Men Team,Male,Silver,GARCIA Eric,ESP,2,Football,20,4241
1325913,Spain,WPO,Women Team,Female,Silver,GARCIA GODOY Maica,ESP,2,Water Polo,30,4244
1896475,Dominican Republic,BSB,Baseball Team,Male,Bronze,GARCIA Junior,DOM,3,Baseball/Softball,25,4248
1310096,United States,BSB,Softball Team,Female,Silver,GARCIA Rachel,USA,2,Baseball/Softball,24,4255
1594387,Spain,HBL,Men Team,Male,Bronze,GARCIA ROBLEDO Antonio,ESP,3,Handball,37,4256
1364476,Hungary,WPO,Women Team,Female,Bronze,GARDA Krisztina,HUN,3,Water Polo,27,4261
1451068,Bahamas,ATH,Men's 400m,Male,Gold,GARDINER Steven,BAH,1,Athletics,25,4262
1453323,United States,ATH,Women's 4 x 100m Relay Team,Female,Silver,GARDNER English,USA,2,Athletics,29,4263
1429320,Slovenia,CLB,Women's Combined,Female,Gold,GARNBRET Janja,SLO,1,Sport Climbing,22,4268
1398516,Italy,FEN,Men's Foil Individual,Male,Silver,GAROZZO Daniele,ITA,2,Fencing,29,4269
1469862,Australia,BOX,Men's Light (57-63kg),Male,Bronze,GARSIDE Harry,AUS,3,Boxing,24,4274
1321950,Turkey,ARC,Men's Individual,Male,Gold,GAZOZ Mete,TUR,1,Archery,22,4305
1323717,Ivory Coast,TKW,Women -67kg,Female,Bronze,GBAGBI Ruth,CIV,3,Taekwondo,27,4308
1343524,Hungary,FEN,Men's Sabre Team,Male,Bronze,GEMESI Csanad,HUN,3,Fencing,34,4328
1336421,Japan,BSB,Baseball Team,Male,Gold,GENDA Sosuke,JPN,1,Baseball/Softball,28,4330
1450846,Canada,CTR,Women's Keirin,Female,Bronze,GENEST Lauriane,CAN,3,Cycling Track,23,4333
1466628,Greece,WPO,Men Team,Male,Silver,GENIDOUNIAS Konstantinos,GRE,2,Water Polo,28,4334
1350419,France,HBL,Men Team,Male,Gold,GENTY Yann,FRA,1,Handball,39,4341
1444684,Great Britain,ROW,Men's Eight Team,Male,Bronze,GEORGE Tom,GBR,3,Rowing,26,4350
1428419,North Macedonia,TKW,Men +80kg,Male,Silver,GEORGIEVSKI Dejan,MKD,2,Taekwondo,22,4351
1288232,Iran,WRE,Men's Greco-Roman 67kg,Male,Gold,GERAEI Mohammadreza,IRI,1,Wrestling,25,4360
1350420,France,HBL,Men Team,Male,Gold,GERARD Vincent,FRA,1,Handball,34,4362
1358236,Spain,CSP,Men's Kayak Four 500m Team,Male,Silver,GERMADE Rodrigo,ESP,2,Canoe Sprint,30,4374
1337208,Bahrain,ATH,"Women's 10,000m",Female,Silver,GEZAHEGNE Kalkidan,BRN,2,Athletics,30,4382
1352037,Ethiopia,ATH,"Women's 10,000m",Female,Bronze,GIDEY Letesenbet,ETH,3,Athletics,23,4409
1367062,Denmark,HBL,Men Team,Male,Silver,GIDSEL Mathias,DEN,2,Handball,22,4410
1329209,Spain,FBL,Men Team,Male,Silver,GIL Bryan,ESP,2,Football,20,4420
1402148,Spain,FBL,Men Team,Male,Silver,GIL Oscar,ESP,2,Football,23,4425
1426189,Canada,BSB,Softball Team,Female,Bronze,GILBERT Jen,CAN,3,Baseball/Softball,29,4428
1320540,United States,WPO,Women Team,Female,Gold,GILCHRIST Kaleigh,USA,1,Water Polo,29,4429
1440150,Great Britain,JUD,Women -52 kg,Female,Bronze,GILES Chelsie,GBR,3,Judo,24,4430
1469409,Canada,FBL,Women Team,Female,Gold,GILLES Vanessa,CAN,1,Football,25,4436
1348078,United States,WRE,Men's Freestyle 57kg,Male,Bronze,GILMAN Thomas Patrick,USA,3,Wrestling,27,4438
1468357,Great Britain,SAL,Mixed Multihull - Nacra 17 Foiling Team,Male,Silver,GIMSON John,GBR,2,Sailing,38,4442
1305604,Spain,CLB,Men's Combined,Male,Gold,GINES LOPEZ Alberto,ESP,1,Sport Climbing,18,4444
1364394,Indonesia,BDM,Men's Singles,Male,Bronze,GINTING Anthony Sinisuka,INA,3,Badminton,24,4445
1348952,Australia,ROW,Men's Quadruple Sculls Team,Male,Bronze,GIRDLESTONE Cameron,AUS,3,Rowing,33,4453
1431493,Russia,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Silver,GIREV Ivan,ROC,2,Swimming,21,4455
1450573,Ethiopia,ATH,Men's 3000m Steeplechase,Male,Silver,GIRMA Lamecha,ETH,2,Athletics,20,4458
1351014,Italy,JUD,Women -52 kg,Female,Bronze,GIUFFRIDA Odette,ITA,3,Judo,26,4471
1327870,Kosovo,JUD,Women -57 kg,Female,Gold,GJAKOVA Nora,KOS,1,Judo,28,4474
1466636,Greece,WPO,Men Team,Male,Silver,GKIOUVETSIS Konstantinos,GRE,2,Water Polo,21,4475
1449681,Sweden,FBL,Women Team,Female,Silver,GLAS Hanna,SWE,2,Football,28,4484
1428187,Russia,FEN,Men's Épée Team,Male,Silver,GLAZKOV Nikita,ROC,2,Fencing,29,4489
1337854,France,BKB,Men Team,Male,Silver,GOBERT Rudy,FRA,2,Basketball,29,4509
1878055,United States,ATH,4 x 400m Relay Mixed Team,Male,Bronze,GODWIN Elija,USA,3,Athletics,22,4521
1431703,Russia,SWA,Team,Female,Gold,GOLIADKINA Marina,ROC,1,Artistic Swimming,24,4533
1435968,Russia,VVO,Men Team,Male,Silver,GOLUBEV Valentin,ROC,2,Volleyball,29,4540
1465761,Switzerland,TEN,Women's Doubles Team,Female,Silver,GOLUBIC Viktorija,SUI,2,Tennis,28,4542
1431746,Russia,ARC,Women's Team,Female,Silver,GOMBOEVA Svetlana,ROC,2,Archery,23,4545
1314284,Spain,HBL,Men Team,Male,Bronze,GOMEZ ABELLO Aleix,ESP,3,Handball,24,4550
1309456,China,KTE,Women's Kumite +61kg,Female,Bronze,GONG Li,CHN,3,Karate,21,4564
1304470,China,ATH,Women's Shot Put,Female,Gold,GONG Lijiao,CHN,1,Athletics,32,4565
1325915,Spain,WPO,Women Team,Female,Silver,GONZALEZ LOPEZ Irene,ESP,2,Water Polo,25,4584
1362718,Argentina,RUG,Men Team,Male,Bronze,GONZALEZ Luciano,ARG,3,Rugby Sevens,24,4585
1329220,Spain,FBL,Men Team,Male,Silver,GONZALEZ Pedri,ESP,2,Football,18,4596
1328509,Bulgaria,KTE,Women's Kumite -55kg,Female,Gold,GORANOVA Ivet,BUL,1,Karate,21,4603
1407697,Russia,HBL,Women Team,Female,Silver,GORSHKOVA Polina,ROC,2,Handball,31,4619
1361801,Argentina,HOC,Women Team,Female,Silver,GORZELANY Agustina,ARG,2,Hockey,25,4620
1889004,United States,BSB,Baseball Team,Male,Silver,GOSE Anthony,USA,2,Baseball/Softball,30,4621
1313712,Japan,BSB,Softball Team,Female,Gold,GOTO Miu,JPN,1,Baseball/Softball,20,4626
1401983,Belgium,HOC,Men Team,Male,Gold,GOUGNARD Simon Pierre F,BEL,1,Hockey,30,4631
1326482,Australia,BKB,Men Team,Male,Bronze,GOULDING Chris,AUS,3,Basketball,32,4632
1483103,Australia,HOC,Men Team,Male,Silver,GOVERS Blake,AUS,2,Hockey,25,4634
1462922,New Zealand,ROW,Women's Eight Team,Female,Silver,GOWLER Jackie,NZL,2,Rowing,25,4638
1462923,New Zealand,ROW,Women's Pair Team,Female,Gold,GOWLER Kerri,NZL,1,Rowing,27,4639
1462923,New Zealand,ROW,Women's Eight Team,Female,Silver,GOWLER Kerri,NZL,2,Rowing,27,4640
1341481,France,SAL,Men's Windsurfer - RS:X,Male,Silver,GOYARD Thomas,FRA,2,Sailing,29,4642
1330470,Germany,CTR,Women's Team Sprint Team,Female,Silver,GRABOSCH Pauline Sophie,GER,2,Cycling Track,23,4643
1326844,Germany,JUD,Mixed Team,Female,Bronze,GRABOWSKI Jasmin,GER,3,Judo,29,4645
1351649,Brazil,FBL,Men Team,Male,Gold,GRACA Ricardo,BRA,1,Football,24,4648
1357254,Brazil,SAL,Women's Skiff - 49er  Team,Female,Gold,GRAEL Martine,BRA,1,Sailing,30,4652
1482864,Australia,SWM,Men's 4 x 100m Freestyle Relay Team,Male,Bronze,GRAHAM Alexander,AUS,3,Swimming,26,4657
1482864,Australia,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Bronze,GRAHAM Alexander,AUS,3,Swimming,26,4658
1433261,Canada,ROW,Women's Eight Team,Female,Gold,GRAINGER Susanne,CAN,1,Rowing,30,4660
1361693,Argentina,HOC,Women Team,Female,Silver,GRANATTO Maria Jose,ARG,2,Hockey,26,4666
1361785,Argentina,HOC,Women Team,Female,Silver,GRANATTO Maria Victoria,ARG,2,Hockey,30,4667
1451325,United States,BKB,Men Team,Male,Gold,GRANT Jerami,USA,1,Basketball,27,4676
1400601,France,RUG,Women Team,Female,Silver,GRASSINEAU Camille,FRA,2,Rugby Sevens,30,4680
1347803,United States,WRE,Women's Freestyle 76kg,Female,Silver,GRAY Adeline Maria,USA,2,Wrestling,30,4685
1312756,United States,BK3,Women Team,Female,Gold,GRAY Allisha,USA,1,3x3 Basketball,26,4686
1312766,United States,BKB,Women Team,Female,Gold,GRAY Chelsea,USA,1,Basketball,28,4687
1340615,France,VVO,Men Team,Male,Gold,GREBENNIKOV Jenia,FRA,1,Volleyball,30,4690
1312774,United States,BKB,Men Team,Male,Gold,GREEN Draymond,USA,1,Basketball,31,4692
1326472,Australia,BKB,Men Team,Male,Bronze,GREEN Josh,AUS,3,Basketball,20,4696
1342450,Australia,CSP,Men's Kayak Double 1000m Team,Male,Gold,GREEN Thomas,AUS,1,Canoe Sprint,22,4698
1444169,Great Britain,SWM,Men's 200m Backstroke,Male,Bronze,GREENBANK Luke,GBR,3,Swimming,23,4700
1444169,Great Britain,SWM,Men's 4 x 100m Medley Relay Team,Male,Silver,GREENBANK Luke,GBR,2,Swimming,23,4701
1462925,New Zealand,ROW,Women's Eight Team,Female,Silver,GREENSLADE Ella,NZL,2,Rowing,24,4707
1398948,France,CTR,Men's Team Sprint Team,Male,Bronze,GRENGBO Florian,FRA,3,Cycling Track,20,4712
1364407,Indonesia,BDM,Women's Doubles Team,Female,Gold,Greysia POLII,INA,1,Badminton,33,4719
1387283,Slovakia,CSL,Men's Kayak,Male,Silver,GRIGAR Jakub,SVK,2,Canoe Slalom,24,4727
1312761,United States,BKB,Women Team,Female,Gold,GRINER Brittney,USA,1,Basketball,30,4736
1426190,Canada,BSB,Softball Team,Female,Bronze,GROENEWEGEN Sara,CAN,3,Baseball/Softball,26,4742
1398927,France,CTR,Men's Madison Team,Male,Bronze,GRONDIN Donavan,FRA,3,Cycling Track,20,4746
1444690,Great Britain,ROW,Men's Quadruple Sculls Team,Male,Silver,GROOM Angus,GBR,2,Rowing,29,4747
1469410,Canada,FBL,Women Team,Female,Gold,GROSSO Julia,CAN,1,Football,20,4753
1433263,Canada,ROW,Women's Eight Team,Female,Gold,GRUCHALLA-WESIERSKI Kasia,CAN,1,Rowing,30,4764
1340269,France,BKB,Women Team,Female,Bronze,GRUDA Sandrine,FRA,3,Basketball,34,4765
1455537,Poland,ATH,4 x 400m Relay Mixed Team,Male,Gold,GRZEGORZEWICZ Patryk,POL,1,Athletics,19,4768
1335691,South Korea,FEN,Men's Sabre Team,Male,Gold,GU Bongil,KOR,1,Fencing,32,4771
1306086,China,BOX,Women's Welter (64-69kg),Female,Silver,GU Hong,CHN,2,Boxing,32,4772
1333572,China,GAR,Women's Balance Beam,Female,Gold,GUAN Chenchen,CHN,1,Artistic Gymnastics,16,4774
1314336,Spain,HBL,Men Team,Male,Bronze,GUARDIOLA VILLAPLANA Gedeon,ESP,3,Handball,36,4777
1400603,France,RUG,Women Team,Female,Silver,GUERIN Lina,FRA,2,Rugby Sevens,30,4790
1401970,Belgium,EQU,Jumping Team,Male,Bronze,GUERY Jerome,BEL,3,Equestrian,41,4796
1350422,France,HBL,Men Team,Male,Gold,GUIGOU Michael,FRA,1,Handball,39,4807
1351478,Brazil,FBL,Men Team,Male,Gold,GUIMARAES Bruno,BRA,1,Football,23,4808
1380680,China,SWA,Team,Female,Silver,GUO Li,CHN,2,Artistic Swimming,28,4828
1310283,China,ROW,Women's Eight Team,Female,Bronze,GUO Linlin,CHN,3,Rowing,28,4829
1388640,China,CTR,Women's Team Sprint Team,Female,Gold,GUO Yufang,CHN,1,Cycling Track,22,4832
1314315,Spain,HBL,Men Team,Male,Bronze,GURBINDO MARTINEZ Eduardo,ESP,3,Handball,33,4835
