Code,Country,Discipline,Event,Gender,Medal,Name,NOC,Rank,Sport,Age,F1
1315316,Japan,JUD,Women -48 kg,Female,Silver,TONAKI Funa,JPN,2,Judo,26,13311
1340630,France,VVO,Men Team,Male,Gold,TONIUTTI Benjamin,FRA,1,Volleyball,31,13313
1320161,United States,KTE,Men's Kata,Male,Bronze,TORRES GUTIERREZ Ariel,USA,3,Karate,23,13336
1307516,Cuba,CSP,Men's Canoe Double 1000m Team,Male,Gold,TORRES MADRIGAL Serguey,CUB,1,Canoe Sprint,34,13337
1329258,Spain,FBL,Men Team,Male,Silver,TORRES Pau,ESP,2,Football,24,13341
1309326,United States,BOX,Men's Super Heavy (+91kg),Male,Silver,TORREZ JR Richard,USA,2,Boxing,22,13345
1295018,Italy,ATH,Men's 4 x 100m Relay Team,Male,Gold,TORTU Filippo,ITA,1,Athletics,23,13350
1350994,Hungary,JUD,Men -90 kg,Male,Bronze,TOTH Krisztian,HUN,3,Judo,27,13356
1303725,Hungary,CSP,Men's Kayak Single 200m,Male,Gold,TOTKA Sandor,HUN,1,Canoe Sprint,27,13361
1350446,France,HBL,Men Team,Male,Gold,TOURNAT Nicolas,FRA,1,Handball,27,13372
1350526,France,EQU,Eventing Team,Male,Bronze,TOUZAINT Nicolas,FRA,3,Equestrian,41,13378
1478830,Great Britain,EQU,Eventing Team,Male,Gold,TOWNEND Oliver,GBR,1,Equestrian,38,13380
1444622,Great Britain,HOC,Women Team,Female,Bronze,TOWNSEND Susannah,GBR,3,Hockey,32,13382
1311865,Bulgaria,GRY,Group All-Around Team,Female,Gold,TRAETS Laura,BUL,1,Rhythmic Gymnastics,22,13389
1326841,Germany,JUD,Mixed Team,Female,Bronze,TRAJDOS Martyna,GER,3,Judo,32,13392
1361791,Argentina,HOC,Women Team,Female,Silver,TRINCHINETTI Eugenia Maria,ARG,2,Hockey,24,13409
1326875,Germany,JUD,Men -90 kg,Male,Silver,TRIPPEL Eduard,GER,2,Judo,24,13411
1326875,Germany,JUD,Mixed Team,Male,Bronze,TRIPPEL Eduard,GER,3,Judo,24,13412
1429519,Slovenia,JUD,Women -63 kg,Female,Silver,TRSTENJAK Tina,SLO,2,Judo,30,13418
1351964,Ethiopia,ATH,Women's 5000m,Female,Bronze,TSEGAY Gudaf,ETH,3,Athletics,24,13428
1323961,Mongolia,JUD,Men -73 kg,Male,Bronze,TSEND-OCHIR Tsogtbaatar,MGL,3,Judo,25,13429
1316619,Japan,SRF,Women,Female,Bronze,TSUZUKI Amuro,JPN,3,Surfing,20,13462
1335383,United States,SHO,10m Air Rifle Mixed Team,Female,Silver,TUCKER Mary Carolynn,USA,2,Shooting,20,13466
1286099,Romania,ROW,Men's Pair Team,Male,Silver,TUDOSA Ciprian,ROU,2,Rowing,24,13469
1473861,New Zealand,RUG,Women Team,Female,Gold,TUI Ruby,NZL,1,Rugby Sevens,29,13474
1282478,Fiji,RUG,Men Team,Male,Gold,TUIMABA Aminiasi,FIJ,1,Rugby Sevens,26,13475
1282492,Fiji,RUG,Men Team,Male,Gold,TUIVUAKA Asaeli,FIJ,1,Rugby Sevens,25,13476
1464435,New Zealand,SAL,Men's Skiff - 49er Team,Male,Silver,TUKE Blair,NZL,2,Sailing,32,13478
1348981,Australia,ROW,Men's Four Team,Male,Gold,TURRIN Spencer,AUS,1,Rowing,29,13498
1286158,Georgia,JUD,Men +100 kg,Male,Silver,TUSHISHVILI Guram,GEO,2,Judo,26,13503
1282481,Fiji,RUG,Men Team,Male,Gold,TUWAI Jerry,FIJ,1,Rugby Sevens,32,13504
1476583,Netherlands,ROW,Men's Double Sculls Team,Male,Silver,TWELLAAR Melvin,NED,2,Rowing,24,13515
1462981,New Zealand,ROW,Women's Single Sculls,Female,Gold,TWIGG Emma,NZL,1,Rowing,34,13517
1284273,Kyrgyzstan,WRE,Women's Freestyle 62kg,Female,Silver,TYNYBEKOVA Aisuluu,KGZ,2,Wrestling,28,13521
1313709,Japan,BSB,Softball Team,Female,Gold,UENO Yukiko,JPN,1,Baseball/Softball,39,13536
1436290,Russia,WRE,Men's Freestyle 57kg,Male,Gold,UGUEV Zavur,ROC,1,Wrestling,26,13541
1476582,Netherlands,ROW,Men's Quadruple Sculls Team,Male,Gold,UITTENBOGAARD Lucas Theodoor Dirk,NED,1,Rowing,31,13543
1477849,Great Britain,ATH,Men's 4 x 100m Relay Team,Male,Silver,UJAH Chijindu,GBR,2,Athletics,27,13545
1408900,Fiji,RUG,Women Team,Female,Bronze,ULUNISAU Reapi,FIJ,3,Rugby Sevens,26,13556
1400609,France,RUG,Women Team,Female,Silver,ULUTULE Jade,FRA,2,Rugby Sevens,28,13557
1336380,Japan,BSB,Baseball Team,Male,Gold,UMENO Ryutaro,JPN,1,Baseball/Softball,30,13562
1334159,Germany,ARC,Women's Team,Female,Bronze,UNRUH Lisa,GER,3,Archery,33,13568
1444624,Great Britain,HOC,Women Team,Female,Bronze,UNSWORTH Laura,GBR,3,Hockey,33,13569
1308707,India,HOC,Men Team,Male,Bronze,UPADHYAY Lalit Kumar,IND,3,Hockey,27,13570
1406274,Russia,GAR,Women's Team,Female,Gold,URAZOVA Vladislava,ROC,1,Artistic Gymnastics,16,13586
1315116,Japan,FEN,Men's Épée Team,Male,Gold,UYAMA Satoru,JPN,1,Fencing,29,13605
1408053,Czech Republic,ATH,Men's Javelin Throw,Male,Silver,VADLEJCH Jakub,CZE,2,Athletics,30,13608
1282469,Fiji,RUG,Men Team,Male,Gold,VAKURUNABILI Josua,FIJ,1,Rugby Sevens,29,13622
1896508,Dominican Republic,BSB,Baseball Team,Male,Bronze,VALDES Raul,DOM,3,Baseball/Softball,43,13628
1294484,Mexico,ARC,Mixed Team,Female,Bronze,VALENCIA Alejandra,MEX,3,Archery,26,13633
1342568,United States,CTR,Women's Team Pursuit Team,Female,Bronze,VALENTE Jennifer,USA,3,Cycling Track,26,13638
1342568,United States,CTR,Women's Omnium,Female,Gold,VALENTE Jennifer,USA,1,Cycling Track,26,13639
1439928,France,HBL,Women Team,Female,Gold,VALENTINI Chloe,FRA,1,Handball,26,13642
1443962,Dominican Republic,BSB,Baseball Team,Male,Bronze,VALERIO Charlie,DOM,3,Baseball/Softball,30,13646
1341906,Spain,MTB,Men's Cross-country,Male,Bronze,VALERO SERRANO David,ESP,3,Cycling Mountain Bike,32,13647
1334762,Spain,FBL,Men Team,Male,Silver,VALLEJO Jesus,ESP,2,Football,24,13656
1325724,Venezuela,WLF,Men's 96kg,Male,Silver,VALLENILLA SANCHEZ Keydomar Giovan.,VEN,2,Weightlifting,21,13657
1364496,Hungary,WPO,Women Team,Female,Bronze,VALYI Vanda,HUN,3,Water Polo,21,13666
1364579,Hungary,WPO,Men Team,Male,Bronze,VAMOS Marton,HUN,3,Water Polo,29,13667
1393553,Belgium,CRD,Men's Road Race,Male,Silver,van AERT Wout,BEL,2,Cycling Road,26,13669
1393611,Belgium,HOC,Men Team,Male,Gold,van AUBEL Florent,BEL,1,Hockey,29,13672
1467903,Netherlands,CTR,Men's Team Sprint Team,Male,Gold,van den BERG Roy,NED,1,Cycling Track,32,13688
1467975,Netherlands,CRD,Women's Individual Time Trial,Female,Bronze,van der BREGGEN Anna,NED,3,Cycling Road,31,13695
1466474,Netherlands,EQU,Jumping Individual,Male,Bronze,van der VLEUTEN Maikel,NED,3,Equestrian,33,13708
1342446,Australia,CSP,Men's Kayak Double 1000m Team,Male,Gold,van der WESTHUYZEN Jean,AUS,1,Canoe Sprint,22,13711
1476269,Netherlands,ATH,Men's 4 x 400m Relay Team,Male,Silver,van DIEPEN Tony,NED,2,Athletics,25,13713
1457609,Netherlands,JUD,Women -70 kg,Female,Bronze,van DIJKE Sanne,NED,3,Judo,26,13714
1413173,Belgium,HOC,Men Team,Male,Gold,van DOREN Arthur,BEL,1,Hockey,26,13717
1467297,Netherlands,HOC,Women Team,Female,Gold,van GEFFEN Margot,NED,1,Hockey,31,13726
1467298,Netherlands,HOC,Women Team,Female,Gold,van GILS Stella Dianne,NED,1,Hockey,22,13728
1467301,Netherlands,HOC,Women Team,Female,Gold,van MAASAKKER Caia Jacqueline,NED,1,Hockey,32,13738
1467441,Netherlands,OWS,Women's 10km,Female,Silver,van ROUWENDAAL Sharon,NED,2,Marathon Swimming,27,13758
1467954,Netherlands,CRD,Women's Road Race,Female,Silver,van VLEUTEN Annemiek,NED,2,Cycling Road,38,13770
1467954,Netherlands,CRD,Women's Individual Time Trial,Female,Gold,van VLEUTEN Annemiek,NED,1,Cycling Road,38,13771
1393613,Belgium,HOC,Men Team,Male,Gold,VANASCH Vincent,BEL,1,Hockey,33,13778
1303727,Hungary,CSP,Men's Kayak Single 1000m,Male,Silver,VARGA Adam,HUN,2,Canoe Sprint,21,13791
1364580,Hungary,WPO,Men Team,Male,Bronze,VARGA Denes,HUN,3,Water Polo,34,13793
1344622,Serbia,BK3,Men Team,Male,Bronze,VASIC Mihailo,SRB,3,3x3 Basketball,28,13818
1303239,Mexico,FBL,Men Team,Male,Bronze,VASQUEZ Johan,MEX,3,Football,22,13824
1407689,Russia,HBL,Women Team,Female,Silver,VEDEKHINA Polina,ROC,2,Handball,27,13839
1303256,Mexico,FBL,Men Team,Male,Bronze,VEGA Alexis,MEX,3,Football,23,13842
1431634,Russia,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Silver,VEKOVISHCHEV Mikhail,ROC,2,Swimming,23,13854
1428151,Russia,FEN,Women's Sabre Individual,Female,Silver,VELIKAYA Sofya,ROC,2,Fencing,36,13860
1428151,Russia,FEN,Women's Sabre Team,Female,Gold,VELIKAYA Sofya,ROC,1,Fencing,36,13861
1464977,New Zealand,TEN,Men's Doubles Team,Male,Bronze,VENUS Michael,NZL,3,Tennis,33,13877
1466407,Switzerland,VBV,Women Team,Female,Bronze,VERGE-DEPRE Anouk,SUI,3,Beach Volleyball,29,13887
1467305,Netherlands,HOC,Women Team,Female,Gold,VERSCHOOR Maria,NED,1,Hockey,27,13905
1408055,Czech Republic,ATH,Men's Javelin Throw,Male,Bronze,VESELY Vitezslav,CZE,3,Athletics,38,13915
1436777,Russia,TEN,Mixed Doubles Team,Female,Silver,VESNINA Elena,ROC,2,Tennis,35,13918
1476264,Netherlands,ATH,Women's Heptathlon,Female,Silver,VETTER Anouk,NED,2,Athletics,28,13921
1347201,Italy,ROW,Men's Four Team,Male,Bronze,VICINO Giuseppe,ITA,3,Rowing,28,13932
1469438,Canada,FBL,Women Team,Female,Gold,VIENS Evelyne,CAN,1,Football,24,13944
1398930,France,CTR,Men's Team Sprint Team,Male,Bronze,VIGIER Sebastien,FRA,3,Cycling Track,24,13946
1334773,Spain,FBL,Men Team,Male,Silver,VILLAR Ivan,ESP,2,Football,24,13962
1433178,Canada,CSP,Women's Canoe Double 500m Team,Female,Bronze,VINCENT Katie,CAN,3,Canoe Sprint,25,13967
1433179,Canada,CSP,Women's Canoe Single 200m,Female,Silver,VINCENT-LAPOINTE Laurence,CAN,2,Canoe Sprint,29,13970
1433179,Canada,CSP,Women's Canoe Double 500m Team,Female,Bronze,VINCENT-LAPOINTE Laurence,CAN,3,Canoe Sprint,29,13971
1346201,Italy,CTR,Men's Team Pursuit Team,Male,Gold,VIVIANI Elia,ITA,1,Cycling Track,32,13988
1346201,Italy,CTR,Men's Omnium,Male,Bronze,VIVIANI Elia,ITA,3,Cycling Track,32,13989
1466634,Greece,WPO,Men Team,Male,Silver,VLACHOPOULOS Angelos,GRE,2,Water Polo,29,13992
1387303,Slovakia,CSP,Men's Kayak Four 500m Team,Male,Bronze,VLCEK Erik,SVK,3,Canoe Sprint,39,13995
1364581,Hungary,WPO,Men Team,Male,Bronze,VOGEL Soma,HUN,3,Water Polo,24,14000
1436553,Russia,CTR,Women's Team Sprint Team,Female,Bronze,VOINOVA Anastasiia,ROC,3,Cycling Track,28,14004
1435950,Russia,VVO,Men Team,Male,Silver,VOLKOV Dmitry,ROC,2,Volleyball,26,14010
1398549,Italy,FEN,Women's Foil Team,Female,Bronze,VOLPI Alice,ITA,3,Fencing,29,14013
1435937,Russia,VVO,Men Team,Male,Silver,VOLVICH Artem,ROC,2,Volleyball,31,14014
1346439,Germany,EQU,Dressage Team,Female,Gold,von BREDOW-WERNDL Jessica,GER,1,Equestrian,35,14015
1346439,Germany,EQU,Dressage Individual,Female,Gold,von BREDOW-WERNDL Jessica,GER,1,Equestrian,35,14016
1436074,Sweden,EQU,Jumping Team,Male,Gold,von ECKERMANN Henrik,SWE,1,Equestrian,40,14017
1408425,Czech Republic,TEN,Women's Singles,Female,Silver,VONDROUSOVA Marketa,CZE,2,Tennis,22,14021
1340265,France,BKB,Women Team,Female,Bronze,VUKOSAVLJEVIC Valeriane,FRA,3,Basketball,27,14051
1407691,Russia,HBL,Women Team,Female,Silver,VYAKHIREVA Anna,ROC,2,Handball,26,14055
1366761,Denmark,ROW,Men's Pair Team,Male,Bronze,VYSTAVEL Frederic,DEN,3,Rowing,27,14059
1326845,Germany,JUD,Women -78 kg,Female,Bronze,WAGNER Anna-Maria,GER,3,Judo,25,14065
1326845,Germany,JUD,Mixed Team,Female,Bronze,WAGNER Anna-Maria,GER,3,Judo,25,14066
1282505,Fiji,RUG,Men Team,Male,Gold,WAINIQOLO Jiuta,FIJ,1,Rugby Sevens,22,14074
1318640,China,WRE,Men's Greco-Roman 60kg,Male,Bronze,WALIHAN Sailike,CHN,3,Wrestling,29,14088
1440119,Great Britain,TKW,Women +67kg,Female,Bronze,WALKDEN Bianca,GBR,3,Taekwondo,29,14090
1474980,Great Britain,CTR,Men's Omnium,Male,Gold,WALLS Matthew,GBR,1,Cycling Track,23,14101
1474980,Great Britain,CTR,Men's Madison Team,Male,Silver,WALLS Matthew,GBR,2,Cycling Track,23,14102
1281823,Ireland,BOX,Men's Welter (63-69kg),Male,Bronze,WALSH Aidan,IRL,3,Boxing,24,14104
1302232,United States,SWM,Women's 200m Individual Medley,Female,Silver,WALSH Alex,USA,2,Swimming,20,14105
1469930,New Zealand,ATH,Men's Shot Put,Male,Bronze,WALSH Tomas,NZL,3,Athletics,29,14109
1358266,Spain,CSP,Men's Kayak Four 500m Team,Male,Silver,WALZ Marcus,ESP,2,Canoe Sprint,26,14112
1405659,China,BK3,Women Team,Female,Bronze,WAN Jiyuan,CHN,3,3x3 Basketball,19,14116
1326864,Germany,JUD,Mixed Team,Male,Bronze,WANDTKE Igor,GER,3,Judo,30,14120
1324742,Chinese Taipei,BDM,Men's Doubles Team,Male,Gold,WANG Chi-Lin,TPE,1,Badminton,26,14121
1329498,China,DIV,Women's 3m Springboard,Female,Silver,WANG Han,CHN,2,Diving,30,14130
1329498,China,DIV,Women's Synchronised 3m Springboard Team,Female,Gold,WANG Han,CHN,1,Diving,30,14131
1439538,China,BK3,Women Team,Female,Bronze,WANG Lili,CHN,3,3x3 Basketball,28,14142
1324813,China,TTE,Women's Team,Female,Gold,WANG Manyu,CHN,1,Table Tennis,22,14144
1380692,China,SWA,Team,Female,Silver,WANG Qianyi,CHN,2,Artistic Swimming,24,14150
1310325,China,SWM,Men's 200m Individual Medley,Male,Gold,WANG Shun,CHN,1,Swimming,27,14155
1350344,China,BDM,Mixed Doubles Team,Male,Gold,WANG Yi Lyu,CHN,1,Badminton,26,14170
1312997,China,ROW,Women's Eight Team,Female,Bronze,WANG Yuwei,CHN,3,Rowing,30,14175
1304554,China,ATH,Women's Hammer Throw,Female,Silver,WANG Zheng,CHN,2,Athletics,33,14176
1342307,China,WLF,Women's 87kg,Female,Gold,WANG Zhouyu,CHN,1,Weightlifting,27,14177
1313002,China,ROW,Women's Eight Team,Female,Bronze,WANG Zifeng,CHN,3,Rowing,23,14178
1329811,China,DIV,Men's 3m Springboard,Male,Silver,WANG Zongyuan,CHN,2,Diving,19,14181
1329811,China,DIV,Men's Synchronised 3m Springboard Team,Male,Gold,WANG Zongyuan,CHN,1,Diving,19,14182
1473865,New Zealand,RUG,Men Team,Male,Silver,WARBRICK William,NZL,2,Rugby Sevens,23,14189
1451510,United States,EQU,Jumping Team,Male,Silver,WARD McLain,USA,2,Equestrian,45,14190
1476268,Netherlands,ATH,Men's 4 x 400m Relay Team,Male,Silver,WARDENBURG Nout,NED,2,Athletics,24,14193
1473866,New Zealand,RUG,Men Team,Male,Silver,WARE Regan,NZL,2,Rugby Sevens,27,14197
1343575,Norway,ATH,Men's 400m Hurdles,Male,Gold,WARHOLM Karsten,NOR,1,Athletics,25,14198
1432682,Canada,ATH,Men's Decathlon,Male,Gold,WARNER Damian,CAN,1,Athletics,31,14199
1298726,United States,VVO,Women Team,Female,Gold,WASHINGTON Haleigh,USA,1,Volleyball,25,14203
1433288,Canada,ROW,Women's Eight Team,Female,Gold,WASTENEYS Avalon,CAN,1,Rowing,23,14208
1313474,Japan,BDM,Mixed Doubles Team,Male,Bronze,WATANABE Yuta,JPN,3,Badminton,24,14217
1401972,Belgium,EQU,Jumping Team,Male,Bronze,WATHELET Gregory,BEL,3,Equestrian,40,14220
1484037,Australia,SAL,Men's One Person Dinghy - Laser,Male,Gold,WEARN Matt,AUS,1,Sailing,25,14238
1473867,New Zealand,RUG,Men Team,Male,Silver,WEBBER Joe,NZL,2,Rugby Sevens,27,14239
1401988,Belgium,HOC,Men Team,Male,Gold,WEGNEZ Victor Nicky B,BEL,1,Hockey,25,14252
1324035,Chinese Taipei,ARC,Men's Team,Male,Silver,WEI Chun-Heng,TPE,2,Archery,27,14254
1302164,China,SHO,Skeet Women,Female,Bronze,WEI Meng,CHN,3,Shooting,32,14255
1331608,Germany,ROW,Men's Eight Team,Male,Silver,WEISSENFELD Johannes,GER,2,Rowing,26,14272
1331008,Austria,ATH,Men's Discus Throw,Male,Bronze,WEISSHAIDINGER Lukas,AUT,3,Athletics,29,14273
1302233,United States,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Bronze,WEITZEIL Abbey,USA,3,Swimming,24,14278
1302233,United States,SWM,Women's 4 x 100m Medley Relay Team,Female,Silver,WEITZEIL Abbey,USA,2,Swimming,24,14279
1350550,Germany,OWS,Men's 10km,Male,Gold,WELLBROCK Florian,GER,1,Marathon Swimming,23,14282
1350550,Germany,SWM,Men's 1500m Freestyle,Male,Bronze,WELLBROCK Florian,GER,3,Swimming,23,14284
1332593,Australia,CTR,Men's Team Pursuit Team,Male,Bronze,WELSFORD Sam,AUS,3,Cycling Track,25,14286
1467309,Netherlands,HOC,Women Team,Female,Gold,WELTEN Lidewij Marsia Maria,NED,1,Hockey,31,14290
1335765,Chinese Taipei,KTE,Women's Kumite -55kg,Female,Bronze,WEN Tzuyun,TPE,3,Karate,27,14291
1346444,Germany,EQU,Dressage Team,Female,Gold,WERTH Isabell,GER,1,Equestrian,52,14294
1346444,Germany,EQU,Dressage Individual,Female,Silver,WERTH Isabell,GER,2,Equestrian,52,14295
1888995,United States,BSB,Baseball Team,Male,Silver,WESTBROOK Jamie,USA,2,Baseball/Softball,26,14299
1302268,United States,SWM,Women's 400m Individual Medley,Female,Silver,WEYANT Emma,USA,2,Swimming,19,14317
1483095,Australia,HOC,Men Team,Male,Silver,WHETTON Jacob Thomas,AUS,2,Hockey,30,14318
1342547,United States,CTR,Women's Team Pursuit Team,Female,Bronze,WHITE Emma,USA,3,Cycling Track,23,14321
1790184,United States,SWM,Women's 4 x 100m Medley Relay Team,Female,Silver,WHITE Rhyan Elizabeth,USA,2,Swimming,21,14325
1467546,Great Britain,GAR,Men's Pommel Horse,Male,Gold,WHITLOCK Max,GBR,1,Artistic Gymnastics,28,14334
1458409,United States,ATH,Women's 4 x 400m Relay Team,Female,Gold,WHITNEY Kaylin,USA,1,Athletics,23,14340
1458409,United States,ATH,4 x 400m Relay Mixed Team,Female,Bronze,WHITNEY Kaylin,USA,3,Athletics,23,14341
1443487,Great Britain,BOX,Men's Light Heavy (75-81kg),Male,Silver,WHITTAKER Benjamin,GBR,2,Boxing,24,14342
1474981,Great Britain,BMX,Men,Male,Silver,WHYTE Kye,GBR,2,Cycling BMX Racing,21,14345
1483098,Australia,HOC,Men Team,Male,Silver,WICKHAM Tom Joseph,AUS,2,Hockey,31,14347
1426202,Canada,BSB,Softball Team,Female,Bronze,WIDEMAN Natalie,CAN,3,Baseball/Softball,29,14351
1316433,Poland,ROW,Women's Quadruple Sculls Team,Female,Silver,WIELICZKO Marta,POL,2,Rowing,26,14354
1476587,Netherlands,ROW,Men's Quadruple Sculls Team,Male,Gold,WIERSMA Abe,NED,1,Rowing,26,14359
1474576,Netherlands,ROW,Men's Quadruple Sculls Team,Male,Gold,WIETEN Tone,NED,1,Rowing,27,14364
1458465,Netherlands,ARC,Mixed Team,Male,Silver,WIJLER Steve,NED,2,Archery,24,14370
1444199,Great Britain,SWM,Men's 4 x 100m Medley Relay Team,Male,Silver,WILBY James,GBR,2,Swimming,27,14375
1467970,Netherlands,CTR,Women's Omnium,Female,Bronze,WILD Kirsten,NED,3,Cycling Track,38,14379
1475129,New Zealand,TRI,Men's Individual,Male,Bronze,WILDE Hayden,NZL,3,Triathlon,23,14381
1444631,Great Britain,HOC,Women Team,Female,Bronze,WILKINSON Leah Julia,GBR,3,Hockey,34,14388
1320512,United States,WPO,Women Team,Female,Gold,WILLIAMS Alys,USA,1,Water Polo,27,14394
1438027,Jamaica,ATH,Women's 4 x 100m Relay Team,Female,Gold,WILLIAMS Briana,JAM,1,Athletics,19,14396
1396396,France,BKB,Women Team,Female,Bronze,WILLIAMS Gabby,FRA,3,Basketball,24,14401
1440126,Great Britain,TKW,Women -67kg,Female,Silver,WILLIAMS Lauren,GBR,2,Taekwondo,22,14410
1671134,United States,CTR,Women's Team Pursuit Team,Female,Bronze,WILLIAMS Lily,USA,3,Cycling Track,27,14411
1332221,United States,FBL,Women Team,Female,Bronze,WILLIAMS Lynn,USA,3,Football,28,14414
1444887,Jamaica,ATH,Women's 4 x 400m Relay Team,Female,Bronze,WILLIAMS Stacey Ann,JAM,3,Athletics,22,14425
1462986,New Zealand,ROW,Men's Eight Team,Male,Gold,WILLIAMSON Daniel,NZL,1,Rowing,21,14427
1473871,New Zealand,RUG,Women Team,Female,Gold,WILLISON Tenika,NZL,1,Rugby Sevens,23,14430
1312759,United States,BKB,Women Team,Female,Gold,WILSON A'ja,USA,1,Basketball,25,14435
1302234,United States,SWM,Men's 4 x 100m Medley Relay Team,Male,Gold,WILSON Andrew,USA,1,Swimming,27,14441
1468383,Great Britain,SAL,Women's Windsurfer - RS:X,Female,Bronze,WILSON Emma,GBR,3,Sailing,22,14443
1482879,Australia,SWM,Women's 4 x 100m Freestyle Relay Team,Female,Gold,WILSON Madison,AUS,1,Swimming,27,14449
1482879,Australia,SWM,Women's 4 x 200m Freestyle Relay Team,Female,Bronze,WILSON Madison,AUS,3,Swimming,27,14450
1462987,New Zealand,ROW,Men's Eight Team,Male,Gold,WILSON Phillip,NZL,1,Rowing,24,14454
1482901,Australia,SWM,Men's 4 x 200m Freestyle Relay Team,Male,Bronze,WINNINGTON Elijah,AUS,3,Swimming,21,14468
1317098,Poland,CSP,Women's Kayak Four 500m Team,Female,Bronze,WISNIEWSKA Helena,POL,3,Canoe Sprint,22,14479
1324488,Poland,ATH,Women's Hammer Throw,Female,Gold,WLODARCZYK Anita,POL,1,Athletics,36,14480
1315337,Japan,JUD,Men -100 kg,Male,Gold,WOLF Aaron,JPN,1,Judo,25,14487
1315337,Japan,JUD,Mixed Team,Male,Silver,WOLF Aaron,JPN,2,Judo,25,14488
1298732,United States,VVO,Women Team,Female,Gold,WONG-ORANTES Justine,USA,1,Volleyball,25,14506
1467323,Thailand,TKW,Women -49kg,Female,Gold,WONGPATTANAKIT Panipak,THA,1,Taekwondo,24,14507
1474982,Great Britain,CTR,Men's Madison Team,Male,Silver,WOOD Oliver,GBR,2,Cycling Track,25,14523
1473872,New Zealand,RUG,Women Team,Female,Gold,WOODMAN Portia,NZL,1,Rugby Sevens,30,14527
1888998,United States,BSB,Baseball Team,Male,Silver,WOODS RICHARDSON Simeon,USA,2,Baseball/Softball,20,14532
1474983,Great Britain,BMF,Women's Park,Female,Gold,WORTHINGTON Charlotte,GBR,1,Cycling BMX Freestyle,25,14539
1484119,Australia,SRF,Men,Male,Bronze,WRIGHT Owen,AUS,3,Surfing,31,14551
1483041,Australia,DIV,Women's 10m Platform,Female,Bronze,WU Melissa,AUS,3,Diving,29,14565
1444720,Great Britain,ROW,Men's Eight Team,Male,Bronze,WYNNE-GRIFFITH Oliver,GBR,3,Rowing,27,14580
1352473,Spain,SAL,Men's Two Person Dinghy - 470 Team,Male,Bronze,XAMMAR Jordi,ESP,3,Sailing,27,14582
1407499,China,SHO,25m Pistol Women,Female,Bronze,XIAO Jiaruixuan,CHN,3,Shooting,19,14584
1318476,China,GAR,Men's All-Around,Male,Silver,XIAO Ruoteng,CHN,2,Artistic Gymnastics,25,14586
1318476,China,GAR,Men's Floor Exercise,Male,Bronze,XIAO Ruoteng,CHN,3,Artistic Gymnastics,25,14587
1318476,China,GAR,Men's Team,Male,Bronze,XIAO Ruoteng,CHN,3,Artistic Gymnastics,25,14593
1380690,China,SWA,Team,Female,Silver,XIAO Yanning,CHN,2,Artistic Swimming,23,14594
1329532,China,DIV,Men's 3m Springboard,Male,Gold,XIE Siyi,CHN,1,Diving,25,14596
1329532,China,DIV,Men's Synchronised 3m Springboard Team,Male,Gold,XIE Siyi,CHN,1,Diving,25,14597
1313011,China,ROW,Women's Eight Team,Female,Bronze,XU Fei,CHN,3,Rowing,26,14609
1310440,China,SWM,Mixed 4 x 100m Medley Relay Team,Male,Silver,XU Jiayu,CHN,2,Swimming,25,14614
1324992,China,CSP,Women's Canoe Double 500m Team,Female,Gold,XU Shixiao,CHN,1,Canoe Sprint,29,14615
1321068,China,TTE,Mixed Doubles Team,Male,Silver,XU Xin,CHN,2,Table Tennis,31,14620
1321068,China,TTE,Men's Team,Male,Gold,XU Xin,CHN,1,Table Tennis,31,14621
1316569,Japan,WRE,Men's Greco-Roman 77kg,Male,Bronze,YABIKU Shohei,JPN,3,Wrestling,26,14627
1337852,France,BKB,Men Team,Male,Silver,YABUSELE Guerschon,FRA,2,Basketball,25,14628
1443515,Great Britain,BOX,Men's Fly (48-52kg),Male,Gold,YAFAI Galal,GBR,1,Boxing,28,14629
1449829,Ukraine,SWA,Team,Female,Bronze,YAKHNO Yelyzaveta,UKR,3,Artistic Swimming,23,14635
1313728,Japan,BSB,Softball Team,Female,Gold,YAMADA Eri,JPN,1,Baseball/Softball,37,14643
1315115,Japan,FEN,Men's Épée Team,Male,Gold,YAMADA Masaru,JPN,1,Fencing,27,14647
1336407,Japan,BSB,Baseball Team,Male,Gold,YAMADA Tetsuto,JPN,1,Baseball/Softball,29,14654
1336474,Japan,BSB,Baseball Team,Male,Gold,YAMAMOTO Yoshinobu,JPN,1,Baseball/Softball,22,14665
1313723,Japan,BSB,Softball Team,Female,Gold,YAMAMOTO Yu,JPN,1,Baseball/Softball,32,14666
1313137,Japan,ATH,Men's 20km Race Walk,Male,Bronze,YAMANISHI Toshikazu,JPN,3,Athletics,25,14669
